protein_external_id	preferred_name	protein_size	annotation
7668.SPU_022720-tr	LOC763377	309	Uncharacterized protein
7668.SPU_022721-tr	LOC583624	96	Uncharacterized protein
7668.SPU_022722-tr	SPU_022722-tr	269	Uncharacterized protein
7668.SPU_022723-tr	SPU_022723-tr	224	Uncharacterized protein
7668.SPU_022724-tr	SPU_022724-tr	142	Uncharacterized protein
7668.SPU_022725-tr	LOC588701	164	Uncharacterized protein
7668.SPU_022726-tr	SPU_022726-tr	53	Uncharacterized protein
7668.SPU_022727-tr	SPU_022727-tr	369	Uncharacterized protein
7668.SPU_022728-tr	SPU_022728-tr	561	Uncharacterized protein
7668.SPU_022729-tr	SPU_022729-tr	136	Uncharacterized protein
7668.SPU_022730-tr	SPU_022730-tr	349	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_022731-tr	LOC590177	175	Uncharacterized protein
7668.SPU_022732-tr	SPU_022732-tr	126	Uncharacterized protein
7668.SPU_022733-tr	SPU_022733-tr	354	Uncharacterized protein
7668.SPU_022734-tr	LOC588126	418	U2 snRNP auxiliary factor large subunit; Necessary for the splicing of pre-mRNA
7668.SPU_022735-tr	SPU_022735-tr	135	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
7668.SPU_022736-tr	SPU_022736-tr	142	Uncharacterized protein
7668.SPU_022737-tr	LOC594572	438	Uncharacterized protein
7668.SPU_022738-tr	SPU_022738-tr	321	Uncharacterized protein
7668.SPU_022739-tr	SPU_022739-tr	500	Uncharacterized protein
7668.SPU_022740-tr	LOC753884	354	Uncharacterized protein
7668.SPU_022741-tr	SPU_022741-tr	834	Uncharacterized protein
7668.SPU_022742-tr	SPU_022742-tr	93	Uncharacterized protein
7668.SPU_022744-tr	SPU_022744-tr	202	Uncharacterized protein
7668.SPU_022745-tr	LOC577340	644	Uncharacterized protein
7668.SPU_022746-tr	LOC577279	358	Uncharacterized protein
7668.SPU_022747-tr	SPU_022747-tr	319	Uncharacterized protein
7668.SPU_022748-tr	SPU_022748-tr	143	Uncharacterized protein
7668.SPU_022749-tr	LOC576199	409	Uncharacterized protein
7668.SPU_022750-tr	LOC755021	523	Uncharacterized protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
7668.SPU_022751-tr	SPU_022751-tr	123	Histone H2B, embryonic 
7668.SPU_022752-tr	SPU_022752-tr	186	Uncharacterized protein
7668.SPU_022753-tr	LOC581873	7005	Uncharacterized protein
7668.SPU_022754-tr	SPU_022754-tr	75	Uncharacterized protein
7668.SPU_022755-tr	LOC752207	217	Uncharacterized protein
7668.SPU_022756-tr	LOC581558	187	Uncharacterized protein
7668.SPU_022757-tr	LOC762862	154	Uncharacterized protein
7668.SPU_022758-tr	SPU_022758-tr	453	Uncharacterized protein
7668.SPU_022759-tr	LOC589002	1961	Uncharacterized protein
7668.SPU_022760-tr	SPU_022760-tr	31	Uncharacterized protein
7668.SPU_022761-tr	LOC581703	369	Uncharacterized protein
7668.SPU_022762-tr	LOC581644	297	KRR1 small subunit processome component; Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly
7668.SPU_022763-tr	LOC584499	557	Carboxylic ester hydrolase; Belongs to the type-B carboxylesterase/lipase family
7668.SPU_022764-tr	SPU_022764-tr	391	Uncharacterized protein
7668.SPU_022765-tr	LOC579836	540	Flavin-containing monooxygenase
7668.SPU_022766-tr	SPU_022766-tr	1508	Uncharacterized protein
7668.SPU_022767-tr	LOC579775	346	Uncharacterized protein
7668.SPU_022768-tr	SPU_022768-tr	224	Uncharacterized protein
7668.SPU_022769-tr	SPU_022769-tr	232	Uncharacterized protein
7668.SPU_022770-tr	LOC585116	621	Uncharacterized protein
7668.SPU_022771-tr	SPU_022771-tr	437	Uncharacterized protein
7668.SPU_022772-tr	LOC582114	349	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_022773-tr	LOC582077	341	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_022774-tr	SPU_022774-tr	127	Uncharacterized protein
7668.SPU_022775-tr	SPU_022775-tr	67	Uncharacterized protein
7668.SPU_022776-tr	SPU_022776-tr	226	Uncharacterized protein
7668.SPU_022777-tr	LOC587548	141	Uncharacterized protein
7668.SPU_022778-tr	LOC594147	188	Uncharacterized protein
7668.SPU_022779-tr	LOC594139	148	Uncharacterized protein
7668.SPU_022780-tr	SPU_022780-tr	1241	Uncharacterized protein
7668.SPU_022781-tr	SPU_022781-tr	77	Uncharacterized protein
7668.SPU_022782-tr	SPU_022782-tr	409	Uncharacterized protein
7668.SPU_022783-tr	LOC584749	152	Uncharacterized protein
7668.SPU_022784-tr	LOC584793	589	Uncharacterized protein
7668.SPU_022785-tr	SPU_022785-tr	113	Uncharacterized protein
7668.SPU_022786-tr	SPU_022786-tr	519	Uncharacterized protein
7668.SPU_022787-tr	LOC763845	1462	Uncharacterized protein
7668.SPU_022788-tr	SPU_022788-tr	261	Uncharacterized protein
7668.SPU_022789-tr	SPU_022789-tr	340	Uncharacterized protein
7668.SPU_022790-tr	SPU_022790-tr	206	Uncharacterized protein; Belongs to the heat shock protein 70 family
7668.SPU_022791-tr	LOC586246	322	Uncharacterized protein
7668.SPU_022792-tr	SPU_022792-tr	920	Uncharacterized protein
7668.SPU_022793-tr	SPU_022793-tr	463	Uncharacterized protein
7668.SPU_022794-tr	LOC591389	388	Uncharacterized protein
7668.SPU_022795-tr	SPU_022795-tr	275	Uncharacterized protein
7668.SPU_022796-tr	SPU_022796-tr	402	Uncharacterized protein; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family
7668.SPU_022797-tr	SPU_022797-tr	252	Uncharacterized protein; Belongs to the actin family
7668.SPU_022798-tr	SPU_022798-tr	1213	Uncharacterized protein
7668.SPU_022799-tr	RABA	287	Uncharacterized protein
7668.SPU_022800-tr	LOC588816	444	Uncharacterized protein
7668.SPU_022801-tr	SPU_022801-tr	176	Uncharacterized protein
7668.SPU_022802-tr	SPU_022802-tr	160	Uncharacterized protein
7668.SPU_022803-tr	SPU_022803-tr	318	Uncharacterized protein
7668.SPU_022804-tr	SPU_022804-tr	674	Uncharacterized protein
7668.SPU_022805-tr	SPU_022805-tr	119	Uncharacterized protein
7668.SPU_022806-tr	SPU_022806-tr	231	Uncharacterized protein
7668.SPU_022807-tr	SPU_022807-tr	336	Uncharacterized protein
7668.SPU_022808-tr	LOC592956	1456	Uncharacterized protein
7668.SPU_022809-tr	tlk1	504	Uncharacterized protein
7668.SPU_022810-tr	SPU_022810-tr	436	Uncharacterized protein
7668.SPU_022811-tr	SPU_022811-tr	439	Uncharacterized protein
7668.SPU_022812-tr	SPU_022812-tr	366	Uncharacterized protein
7668.SPU_022814-tr	LOC373458	421	Egg peptide speract receptor; Receptor for the egg peptide speract
7668.SPU_022815-tr	LOC574641	1180	Uncharacterized protein; Belongs to the G-protein coupled receptor 2 family
7668.SPU_022816-tr	LOC580069	563	Uncharacterized protein
7668.SPU_022817-tr	SPU_022817-tr	222	Uncharacterized protein
7668.SPU_022818-tr	SPU_022818-tr	251	Uncharacterized protein
7668.SPU_022819-tr	SPU_022819-tr	1519	Uncharacterized protein
7668.SPU_022820-tr	SoxB1	344	Transcription factor SoxB1; Uncharacterized protein 
7668.SPU_022821-tr	SPU_022821-tr	791	Uncharacterized protein
7668.SPU_022822-tr	SPU_022822-tr	1551	Uncharacterized protein
7668.SPU_022823-tr	SPU_022823-tr	842	Uncharacterized protein
7668.SPU_022824-tr	SPU_022824-tr	1109	Uncharacterized protein
7668.SPU_022825-tr	LOC576610	1300	Uncharacterized protein
7668.SPU_022826-tr	SPU_022826-tr	125	Uncharacterized protein
7668.SPU_022827-tr	SPU_022827-tr	810	Uncharacterized protein
7668.SPU_022828-tr	SPU_022828-tr	855	Uncharacterized protein
7668.SPU_022829-tr	SPU_022829-tr	204	Uncharacterized protein
7668.SPU_022830-tr	SPU_022830-tr	426	Uncharacterized protein
7668.SPU_022831-tr	SPU_022831-tr	1917	Uncharacterized protein
7668.SPU_022832-tr	SPU_022832-tr	278	Uncharacterized protein
7668.SPU_022833-tr	tm9sf4	366	Transmembrane 9 superfamily member; Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
7668.SPU_022834-tr	LOC583066	195	Uncharacterized protein; Belongs to the small GTPase superfamily. Rho family
7668.SPU_022835-tr	LOC583044	833	Uncharacterized protein
7668.SPU_022836-tr	SPU_022836-tr	391	Uncharacterized protein
7668.SPU_022837-tr	SPU_022837-tr	434	Uncharacterized protein
7668.SPU_022838-tr	SPU_022838-tr	379	Uncharacterized protein
7668.SPU_022839-tr	SPU_022839-tr	1080	Uncharacterized protein
7668.SPU_022840-tr	SPU_022840-tr	672	Kinesin-like protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
7668.SPU_022841-tr	SPU_022841-tr	801	Uncharacterized protein
7668.SPU_022842-tr	SPU_022842-tr	502	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
7668.SPU_022843-tr	SPU_022843-tr	388	Uncharacterized protein
7668.SPU_022844-tr	SPU_022844-tr	310	Uncharacterized protein
7668.SPU_022845-tr	SPU_022845-tr	270	Putative hydroxypyruvate isomerase; Catalyzes the reversible isomerization between hydroxypyruvate and 2-hydroxy-3-oxopropanoate (also termed tartronate semialdehyde)
7668.SPU_022846-tr	FoxAB-like	345	Uncharacterized protein
7668.SPU_022847-tr	SPU_022847-tr	889	Uncharacterized protein
7668.SPU_022848-tr	SPU_022848-tr	133	Uncharacterized protein
7668.SPU_022849-tr	SPU_022849-tr	52	Uncharacterized protein
7668.SPU_022850-tr	SPU_022850-tr	410	Uncharacterized protein; Belongs to the MT-A70-like family
7668.SPU_022851-tr	LOC579419	438	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_022852-tr	LOC579539	953	Uncharacterized protein
7668.SPU_022853-tr	SPU_022853-tr	80	Uncharacterized protein
7668.SPU_022854-tr	SPU_022854-tr	269	Uncharacterized protein
7668.SPU_022855-tr	LOC575373	655	Uncharacterized protein
7668.SPU_022856-tr	LOC575435	492	Uncharacterized protein
7668.SPU_022857-tr	LOC503549	677	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_022858-tr	LOC580189	198	Uncharacterized protein
7668.SPU_022859-tr	SPU_022859-tr	206	Uncharacterized protein
7668.SPU_022860-tr	SPU_022860-tr	1243	Uncharacterized protein; Belongs to the transient receptor (TC 1.A.4) family
7668.SPU_022861-tr	SPU_022861-tr	83	Uncharacterized protein
7668.SPU_022862-tr	SPU_022862-tr	489	Uncharacterized protein
7668.SPU_022863-tr	SPU_022863-tr	601	Uncharacterized protein
7668.SPU_022864-tr	SPU_022864-tr	303	Uncharacterized protein
7668.SPU_022865-tr	LOC587578	83	Uncharacterized protein
7668.SPU_022866-tr	SPU_022866-tr	558	Uncharacterized protein
7668.SPU_022867-tr	CDKAL1	507	Uncharacterized protein
7668.SPU_022868-tr	SPU_022868-tr	330	Delta-like protein; Putative Notch ligand involved in the mediation of Notch signaling
7668.SPU_022869-tr	LOC583503	546	Uncharacterized protein
7668.SPU_022870-tr	SPU_022870-tr	354	Uncharacterized protein
7668.SPU_022871-tr	SPU_022871-tr	251	Uncharacterized protein
7668.SPU_022872-tr	LOC579984	917	Uncharacterized protein
7668.SPU_022873-tr	SPU_022873-tr	390	Uncharacterized protein
7668.SPU_022874-tr	SPU_022874-tr	112	Uncharacterized protein
7668.SPU_022875-tr	SPU_022875-tr	149	Uncharacterized protein
7668.SPU_022876-tr	SPU_022876-tr	224	Uncharacterized protein
7668.SPU_022877-tr	LOC587766	330	Uncharacterized protein
7668.SPU_022878-tr	LOC587717	247	Uncharacterized protein
7668.SPU_022879-tr	LOC590850	290	Protein-S-isoprenylcysteine O-methyltransferase
7668.SPU_022880-tr	SPU_022880-tr	142	Uncharacterized protein
7668.SPU_022881-tr	SPU_022881-tr	307	Uncharacterized protein
7668.SPU_022882-tr	SPU_022882-tr	312	Uncharacterized protein
7668.SPU_022883-tr	SPU_022883-tr	287	Uncharacterized protein
7668.SPU_022884-tr	SPU_022884-tr	100	Uncharacterized protein
7668.SPU_022885-tr	SPU_022885-tr	618	Uncharacterized protein
7668.SPU_022886-tr	SPU_022886-tr	362	Uncharacterized protein
7668.SPU_022887-tr	SPU_022887-tr	164	Uncharacterized protein
7668.SPU_022888-tr	LOC584000	453	Uncharacterized protein
7668.SPU_022889-tr	SPU_022889-tr	392	Uncharacterized protein
7668.SPU_022890-tr	SPU_022890-tr	93	Uncharacterized protein
7668.SPU_022891-tr	SPU_022891-tr	246	Uncharacterized protein
7668.SPU_022892-tr	SPU_022892-tr	970	Uncharacterized protein
7668.SPU_022893-tr	SPU_022893-tr	679	Uncharacterized protein
7668.SPU_022894-tr	LOC593950	318	Uncharacterized protein
7668.SPU_022895-tr	LOC593936	365	Uncharacterized protein
7668.SPU_022896-tr	LOC588210	154	Uncharacterized protein
7668.SPU_022897-tr	SPU_022897-tr	239	Uncharacterized protein
7668.SPU_022898-tr	LOC591839	338	Uncharacterized protein
7668.SPU_022899-tr	LOC591821	341	Uncharacterized protein
7668.SPU_022900-tr	LOC591805	489	Uncharacterized protein
7668.SPU_022901-tr	LOC591783	310	Uncharacterized protein
7668.SPU_022902-tr	LOC591858	166	Inositol-pentakisphosphate 2-kinase; Phosphorylates Ins(1,3,4,5,6)P5 at position 2 to form Ins(1,2,3,4,5,6)P6 (InsP6 or phytate)
7668.SPU_022903-tr	SPU_022903-tr	178	Uncharacterized protein
7668.SPU_022904-tr	LOC585995	660	Uncharacterized protein
7668.SPU_022905-tr	SPU_022905-tr	1131	Uncharacterized protein
7668.SPU_022906-tr	SPU_022906-tr	141	Uncharacterized protein
7668.SPU_022907-tr	LOC588547	330	ER lumen protein-retaining receptor
7668.SPU_022908-tr	SPU_022908-tr	255	Uncharacterized protein
7668.SPU_022909-tr	SPU_022909-tr	921	Uncharacterized protein
7668.SPU_022910-tr	SPU_022910-tr	128	Uncharacterized protein
7668.SPU_022911-tr	LOC582847	922	Uncharacterized protein; Belongs to the Toll-like receptor family
7668.SPU_022912-tr	LOC582742	305	Uncharacterized protein
7668.SPU_022913-tr	SPU_022913-tr	632	Uncharacterized protein
7668.SPU_022914-tr	SPU_022914-tr	525	Uncharacterized protein
7668.SPU_022915-tr	SPU_022915-tr	155	Uncharacterized protein
7668.SPU_022916-tr	LOC582578	555	Uncharacterized protein; Belongs to the G-protein coupled receptor Fz/Smo family
7668.SPU_022917-tr	SPU_022917-tr	142	Uncharacterized protein; Belongs to the cullin family
7668.SPU_022918-tr	SPU_022918-tr	450	Uncharacterized protein
7668.SPU_022919-tr	SPU_022919-tr	199	Uncharacterized protein
7668.SPU_022920-tr	SPU_022920-tr	481	Uncharacterized protein
7668.SPU_022921-tr	SPU_022921-tr	333	Uncharacterized protein
7668.SPU_022922-tr	LOC588322	483	Uncharacterized protein
7668.SPU_022923-tr	LOC588303	492	Uncharacterized protein
7668.SPU_022924-tr	LOC588349	325	Uncharacterized protein; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
7668.SPU_022925-tr	SPU_022925-tr	396	Uncharacterized protein
7668.SPU_022927-tr	LOC585999	421	Uncharacterized protein
7668.SPU_022928-tr	LOC586037	305	Uncharacterized protein
7668.SPU_022929-tr	SPU_022929-tr	2228	Uncharacterized protein
7668.SPU_022930-tr	LOC585288	545	Coronin; Belongs to the WD repeat coronin family
7668.SPU_022931-tr	SPU_022931-tr	490	Uncharacterized protein
7668.SPU_022932-tr	SPU_022932-tr	402	Uncharacterized protein
7668.SPU_022933-tr	SPU_022933-tr	677	Uncharacterized protein
7668.SPU_022934-tr	LOC578016	195	Uncharacterized protein
7668.SPU_022936-tr	SPU_022936-tr	562	Uncharacterized protein
7668.SPU_022937-tr	SPU_022937-tr	418	Uncharacterized protein
7668.SPU_022938-tr	SPU_022938-tr	119	Uncharacterized protein
7668.SPU_022939-tr	LOC584756	169	Uncharacterized protein
7668.SPU_022940-tr	LOC584774	505	Uncharacterized protein
7668.SPU_022941-tr	SPU_022941-tr	427	Uncharacterized protein; Belongs to the peptidase C14A family
7668.SPU_022942-tr	SPU_022942-tr	129	Uncharacterized protein
7668.SPU_022943-tr	SPU_022943-tr	251	Uncharacterized protein
7668.SPU_022944-tr	SPU_022944-tr	256	Uncharacterized protein
7668.SPU_022945-tr	SPU_022945-tr	391	Uncharacterized protein
7668.SPU_022946-tr	SPU_022946-tr	345	Uncharacterized protein
7668.SPU_022947-tr	SPU_022947-tr	229	Uncharacterized protein
7668.SPU_022948-tr	SPU_022948-tr	639	Uncharacterized protein
7668.SPU_022949-tr	LOC574703	354	Uncharacterized protein
7668.SPU_022950-tr	LOC574639	549	Uncharacterized protein
7668.SPU_022951-tr	SPU_022951-tr	270	Uncharacterized protein
7668.SPU_022952-tr	SPU_022952-tr	116	Uncharacterized protein
7668.SPU_022953-tr	SPU_022953-tr	101	Uncharacterized protein
7668.SPU_022954-tr	LOC587887	176	Uncharacterized protein
7668.SPU_022955-tr	SPU_022955-tr	1187	Uncharacterized protein
7668.SPU_022956-tr	SPU_022956-tr	101	Uncharacterized protein
7668.SPU_022957-tr	LOC592684	275	Uncharacterized protein; Belongs to the universal ribosomal protein uS7 family
7668.SPU_022958-tr	SPU_022958-tr	181	Uncharacterized protein; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family
7668.SPU_022959-tr	SPU_022959-tr	162	Uncharacterized protein
7668.SPU_022960-tr	SPU_022960-tr	76	Uncharacterized protein
7668.SPU_022961-tr	SPU_022961-tr	483	Uncharacterized protein
7668.SPU_022962-tr	SPU_022962-tr	350	Uncharacterized protein
7668.SPU_022963-tr	SPU_022963-tr	102	Histone H4; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
7668.SPU_022964-tr	SPU_022964-tr	662	Uncharacterized protein
7668.SPU_022965-tr	SPU_022965-tr	141	Uncharacterized protein
7668.SPU_022966-tr	LOC593602	342	Uncharacterized protein
7668.SPU_022967-tr	LOC593583	265	Uncharacterized protein
7668.SPU_022969-tr	SPU_022969-tr	161	Uncharacterized protein
7668.SPU_022970-tr	LOC580517	2014	Uncharacterized protein
7668.SPU_022971-tr	SPU_022971-tr	89	Uncharacterized protein
7668.SPU_022972-tr	LOC762388	132	Uncharacterized protein
7668.SPU_022973-tr	SPU_022973-tr	1070	Uncharacterized protein
7668.SPU_022974-tr	SPU_022974-tr	3328	Uncharacterized protein
7668.SPU_022975-tr	SPU_022975-tr	246	Uncharacterized protein
7668.SPU_022976-tr	SPU_022976-tr	1470	Phosphorylase b kinase regulatory subunit; Phosphorylase b kinase catalyzes the phosphorylation of serine in certain substrates, including troponin I; Belongs to the phosphorylase b kinase regulatory chain family
7668.SPU_022977-tr	SPU_022977-tr	269	Uncharacterized protein
7668.SPU_022978-tr	SPU_022978-tr	256	Uncharacterized protein
7668.SPU_022979.b-tr	SPU_022979.b-tr	350	Uncharacterized protein
7668.SPU_022980-tr	SPU_022980-tr	248	Uncharacterized protein
7668.SPU_022981-tr	SPU_022981-tr	803	Uncharacterized protein
7668.SPU_022982-tr	SPU_022982-tr	593	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
7668.SPU_022983-tr	LOC584680	410	Uncharacterized protein
7668.SPU_022984-tr	SPU_022984-tr	685	Uncharacterized protein
7668.SPU_022985-tr	SPU_022985-tr	584	Uncharacterized protein
7668.SPU_022986-tr	SPU_022986-tr	285	Uncharacterized protein
7668.SPU_022987-tr	SPU_022987-tr	321	Uncharacterized protein
7668.SPU_022988-tr	SPU_022988-tr	2151	Uncharacterized protein
7668.SPU_022989-tr	SPU_022989-tr	284	Uncharacterized protein
7668.SPU_022990-tr	SPU_022990-tr	336	Uncharacterized protein
7668.SPU_022991-tr	LOC765016	180	Uncharacterized protein
7668.SPU_022992-tr	LOC577761	353	Uncharacterized protein
7668.SPU_022993-tr	cwh43	694	Uncharacterized protein
7668.SPU_022994-tr	SPU_022994-tr	416	Uncharacterized protein
7668.SPU_022995-tr	SPU_022995-tr	311	Uncharacterized protein
7668.SPU_022996-tr	SPU_022996-tr	461	Uncharacterized protein; Belongs to the SWEET sugar transporter family
7668.SPU_022997-tr	LOC583592	290	Uncharacterized protein; Belongs to the sterol desaturase family
7668.SPU_022998-tr	SPU_022998-tr	213	Uncharacterized protein
7668.SPU_022999-tr	SPU_022999-tr	407	Uncharacterized protein
7668.SPU_023000-tr	SPU_023000-tr	212	Uncharacterized protein
7668.SPU_023001-tr	SPU_023001-tr	224	Uncharacterized protein
7668.SPU_023002-tr	SPU_023002-tr	203	Uncharacterized protein
7668.SPU_023003-tr	LOC592788	329	Uncharacterized protein
7668.SPU_023004-tr	SPU_023004-tr	225	Uncharacterized protein
7668.SPU_023005-tr	SPU_023005-tr	244	Uncharacterized protein
7668.SPU_023006-tr	SPU_023006-tr	476	Uncharacterized protein
7668.SPU_023007-tr	SPU_023007-tr	683	Uncharacterized protein
7668.SPU_023008-tr	SPU_023008-tr	91	Uncharacterized protein
7668.SPU_023009-tr	SPU_023009-tr	1119	Uncharacterized protein
7668.SPU_023010-tr	SPU_023010-tr	542	Uncharacterized protein
7668.SPU_023011-tr	SPU_023011-tr	365	Uncharacterized protein
7668.SPU_023012-tr	LOC585636	436	Uncharacterized protein
7668.SPU_023013-tr	LOC585619	351	Ubiquinone biosynthesis O-methyltransferase, mitochondrial; O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway; Belongs to the class I-like SAM-binding methyltransferase superfamily. UbiG/COQ3 family
7668.SPU_023014-tr	LOC585651	610	Uncharacterized protein; Belongs to the G-protein coupled receptor Fz/Smo family
7668.SPU_023015-tr	SPU_023015-tr	166	Uncharacterized protein
7668.SPU_023016-tr	LOC579397	1768	Uncharacterized protein
7668.SPU_023017-tr	LOC589678	275	Uncharacterized protein
7668.SPU_023018-tr	SPU_023018-tr	175	Uncharacterized protein
7668.SPU_023019-tr	LOC588531	596	Uncharacterized protein
7668.SPU_023020-tr	LOC588578	1081	Uncharacterized protein
7668.SPU_023021-tr	LOC574635	282	Uncharacterized protein; Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
7668.SPU_023022-tr	PPIP5K2	821	Uncharacterized protein; Belongs to the histidine acid phosphatase family
7668.SPU_023023-tr	SPU_023023-tr	140	Uncharacterized protein
7668.SPU_023024-tr	LOC590080	708	Uncharacterized protein
7668.SPU_023025-tr	LOC589843	384	Uncharacterized protein
7668.SPU_023026-tr	LOC591745	182	Vacuolar protein sorting-associated protein 29; Acts as component of the retromer cargo-selective complex (CSC). The CSC is believed to be the core functional component of retromer or respective retromer complex variants acting to prevent missorting of selected transmembrane cargo proteins into the lysosomal degradation pathway
7668.SPU_023027-tr	SPU_023027-tr	307	Uncharacterized protein
7668.SPU_023028-tr	SPU_023028-tr	61	Uncharacterized protein
7668.SPU_023029-tr	SPU_023029-tr	250	Uncharacterized protein
7668.SPU_023030-tr	SPU_023030-tr	327	Uncharacterized protein
7668.SPU_023031-tr	SPU_023031-tr	527	Uncharacterized protein
7668.SPU_023032-tr	SPU_023032-tr	514	Uncharacterized protein
7668.SPU_023033-tr	SPU_023033-tr	892	Uncharacterized protein
7668.SPU_023034-tr	LOC579272	308	Uncharacterized protein
7668.SPU_023035-tr	SPU_023035-tr	915	Uncharacterized protein; Belongs to the Toll-like receptor family
7668.SPU_023036-tr	SPU_023036-tr	191	Uncharacterized protein
7668.SPU_023037-tr	LOC752324	555	Uncharacterized protein
7668.SPU_023038-tr	SPU_023038-tr	185	Uncharacterized protein
7668.SPU_023039-tr	SPU_023039-tr	218	Uncharacterized protein
7668.SPU_023040-tr	SPU_023040-tr	332	Uncharacterized protein
7668.SPU_023041-tr	SPU_023041-tr	121	Uncharacterized protein
7668.SPU_023042-tr	SPU_023042-tr	343	Uncharacterized protein
7668.SPU_023043-tr	LOC754474	693	Uncharacterized protein
7668.SPU_023044-tr	lrp6	1330	Uncharacterized protein
7668.SPU_023045-tr	SPU_023045-tr	691	Uncharacterized protein
7668.SPU_023046-tr	LOC763668	271	Uncharacterized protein
7668.SPU_023047-tr	LOC752967	345	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_023048-tr	LOC583289	621	Uncharacterized protein
7668.SPU_023049-tr	SPU_023049-tr	109	Uncharacterized protein
7668.SPU_023050-tr	SPU_023050-tr	551	Uncharacterized protein
7668.SPU_023051-tr	LOC583257	333	Uncharacterized protein
7668.SPU_023052-tr	LOC753888	180	Uncharacterized protein
7668.SPU_023053-tr	SPU_023053-tr	186	Uncharacterized protein
7668.SPU_023054-tr	SPU_023054-tr	520	Uncharacterized protein
7668.SPU_023055-tr	SPU_023055-tr	230	Uncharacterized protein
7668.SPU_023056-tr	SPU_023056-tr	65	Uncharacterized protein
7668.SPU_023057-tr	SPU_023057-tr	547	Carbohydrate sulfotransferase
7668.SPU_023058-tr	LOC583641	111	Uncharacterized protein
7668.SPU_023059-tr	SPU_023059-tr	504	Uncharacterized protein
7668.SPU_023060-tr	SPU_023060-tr	5195	Uncharacterized protein
7668.SPU_023061-tr	SPU_023061-tr	96	Uncharacterized protein
7668.SPU_023062-tr	SPU_023062-tr	79	Uncharacterized protein
7668.SPU_023063-tr	SPU_023063-tr	609	Uncharacterized protein
7668.SPU_023064-tr	SPU_023064-tr	72	Uncharacterized protein
7668.SPU_023066-tr	SPU_023066-tr	330	Uncharacterized protein
7668.SPU_023067-tr	LOC757026	529	Uncharacterized protein
7668.SPU_023068-tr	LOC574874	540	Uncharacterized protein; Belongs to the cytochrome P450 family
7668.SPU_023069-tr	LOC574808	481	Uncharacterized protein
7668.SPU_023070-tr	usp32	895	Uncharacterized protein; Belongs to the peptidase C19 family
7668.SPU_023071-tr	SPU_023071-tr	224	Uncharacterized protein
7668.SPU_023072-tr	SPU_023072-tr	1244	Uncharacterized protein
7668.SPU_023073-tr	SPU_023073-tr	492	Uncharacterized protein
7668.SPU_023074-tr	LOC591081	607	Uncharacterized protein
7668.SPU_023075-tr	SPU_023075-tr	379	Uncharacterized protein; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
7668.SPU_023076-tr	SPU_023076-tr	171	Uncharacterized protein
7668.SPU_023077-tr	SPU_023077-tr	642	Uncharacterized protein
7668.SPU_023078-tr	SPU_023078-tr	328	Uncharacterized protein
7668.SPU_023079-tr	SPU_023079-tr	114	Uncharacterized protein
7668.SPU_023080-tr	SPU_023080-tr	50	Uncharacterized protein
7668.SPU_023081-tr	LOC584235	628	Uncharacterized protein
7668.SPU_023082-tr	SPU_023082-tr	217	Uncharacterized protein
7668.SPU_023083-tr	SPU_023083-tr	418	Uncharacterized protein; Belongs to the DEAD box helicase family
7668.SPU_023084-tr	LOC754196	200	Uncharacterized protein
7668.SPU_023085-tr	LOC583973	605	Choline dehydrogenase; Belongs to the GMC oxidoreductase family
7668.SPU_023086-tr	SPU_023086-tr	452	Uncharacterized protein
7668.SPU_023087-tr	SPU_023087-tr	1386	Uncharacterized protein
7668.SPU_023088-tr	LOC577903	152	Uncharacterized protein
