NCBI scaffold number,mapped_start,mapped_stop
NW_022145528.1,944348,946462
NW_022145598.1,18848933,18851498
NW_022145528.1,944348,946431
NW_022145601.1,572608,582345
NW_022145601.1,572608,582345
NW_022145564.1,492443,514129
NW_022145598.1,1275257,1276966
NW_022145598.1,14924868,14929657
NW_022145606.1,52001401,52003584
NW_022145606.1,51921172,51924775
NW_022145575.1,1891936,1896674
NW_022145604.1,16204840,16207839
NW_022145575.1,1836848,1839785
NW_022145606.1,15987949,15989077
NW_022145594.1,4586524,4588355
NW_022145594.1,4589972,4593716
NW_022145604.1,12385163,12388259
NW_022145604.1,12378226,12383429
NW_022145604.1,12375955,12383429
NW_022145604.1,12378226,12383425
NW_022145604.1,12378226,12383425
NW_022145604.1,12378226,12383425
NW_022145604.1,12378226,12383425
NW_022145604.1,12378226,12383425
NW_022145606.1,48033162,48034211
NW_022145599.1,14307183,14308278
NW_022145599.1,14299503,14302167
NW_022145599.1,14164025,14169502
NW_022145599.1,14164025,14170825
NW_022145599.1,13494366,13495526
NW_022145599.1,13494366,13495526
NW_022145599.1,13297797,13299986
NW_022145599.1,13287780,13289704
NW_022145610.1,1328672,1334699
NW_022145607.1,27189041,27192679
NW_022145572.1,139131,142805
NW_022145607.1,27189041,27192679
NW_022145572.1,139131,142805
NW_022145607.1,27161044,27163310
NW_022145572.1,168142,172446
NW_022145609.1,32850765,32855357
NW_022145611.1,39535426,39537670
NW_022145611.1,37369124,37371375
NW_022145611.1,39538992,39544566
NW_022145611.1,37372694,37378262
NW_022145606.1,36533880,36550122
NW_022145605.1,6675752,6676346
NW_022145569.1,450975,490600
NW_022145569.1,461689,465934
NW_022145598.1,35894749,35917998
NW_022145598.1,35917296,35935889
NW_022145569.1,479842,486386
NW_022145598.1,35933518,35936216
NW_022145569.1,484015,486713
NW_022145598.1,35938694,35939991
NW_022145598.1,35938694,35939991
NW_022145598.1,35938694,35939991
NW_022145598.1,35938694,35939991
NW_022145598.1,35938694,35939991
NW_022145615.1,29295770,29301826
NW_022145612.1,59402870,59409773
NW_022145598.1,35953663,35961363
NW_022145598.1,35953756,35960773
NW_022145597.1,30706980,30714720
NW_022145597.1,30705519,30712900
NW_022145555.1,74846,76890
NW_022145604.1,13864785,13865649
NW_022145555.1,92829,93714
NW_022145610.1,9167427,9171725
NW_022145610.1,32610027,32611504
NW_022145610.1,32611289,32612328
NW_022145610.1,32628651,32632535
NW_022145610.1,32739190,32749267
NW_022145610.1,32769295,32773679
NW_022145612.1,60036547,60040533
NW_022145612.1,60036867,60040533
NW_022145612.1,60037102,60064964
NW_022145607.1,19304369,19306832
NW_022145602.1,3214055,3217108
NW_022145595.1,20258213,20259884
NW_022145612.1,25265307,25267594
NW_022145566.1,1868703,1871251
NW_022145612.1,25258799,25267594
NW_022145566.1,1865374,1872143
NW_022145566.1,1862055,1871251
NW_022145612.1,25258799,25267453
NW_022145566.1,1865374,1872002
NW_022145566.1,1862055,1871251
NW_022145598.1,11600790,11602520
NW_022145598.1,11610950,11612988
NW_022145598.1,30122938,30155700
NW_022145598.1,30093648,30151770
NW_022145598.1,30182451,30189955
NW_022145598.1,30192322,30193852
NW_022145598.1,30235691,30249342
NW_022145598.1,30339650,30347635
NW_022145598.1,30349066,30365003
NW_022145598.1,30434017,30458092
NW_022145601.1,15759785,15761369
NW_022145601.1,15796740,15803620
NW_022145601.1,15874883,15877019
NW_022145595.1,1028085,1031222
NW_022145594.1,39972360,39974925
NW_022145606.1,18991305,18994038
NW_022145606.1,18991305,18993551
NW_022145606.1,18950200,18952718
NW_022145607.1,36903214,36914454
NW_022145607.1,36903214,36914454
NW_022145607.1,36837921,36840370
NW_022145603.1,31684119,31687863
NW_022145605.1,37641426,37649084
NW_022145605.1,37641426,37649075
NW_022145569.1,126115,127185
NW_022145598.1,11672334,11690491
NW_022145598.1,11672334,11676791
NW_022145598.1,11724560,11727296
NW_022145613.1,32821962,32822767
NW_022145597.1,29758906,29760780
NW_022145597.1,29682497,29688074
NW_022145597.1,29682497,29688074
NW_022145613.1,24665226,24665903
NW_022145598.1,36779034,36784864
NW_022145598.1,36779034,36784864
NW_022145614.1,28681192,28683360
NW_022145595.1,24056308,24058640
NW_022145594.1,8316130,8318745
NW_022145543.1,662411,663940
NW_022145614.1,28685660,28688137
NW_022145595.1,24061192,24064327
NW_022145594.1,8310552,8313576
NW_022145543.1,667838,671413
NW_022145614.1,28685660,28688137
NW_022145595.1,24061192,24064750
NW_022145594.1,8309799,8313576
NW_022145543.1,667838,671413
NW_022145614.1,28685660,28689520
NW_022145595.1,24061192,24065493
NW_022145594.1,8309056,8313576
NW_022145543.1,667838,671698
NW_022145614.1,28685660,28690778
NW_022145595.1,24061192,24067018
NW_022145594.1,8307538,8313576
NW_022145543.1,667838,673215
NW_022145614.1,28685660,28690778
NW_022145595.1,24061192,24067018
NW_022145594.1,8307538,8313576
NW_022145543.1,667838,673215
NW_022145614.1,28685660,28690778
NW_022145595.1,24061192,24067018
NW_022145594.1,8307538,8313576
NW_022145543.1,667838,673215
NW_022145614.1,28685674,28688137
NW_022145595.1,24061206,24063728
NW_022145594.1,8311320,8313562
NW_022145543.1,667852,670375
NW_022145599.1,24901756,24904654
NW_022145599.1,24832286,24900853
NW_022145543.1,828921,885993
NW_022145599.1,24894888,24900143
NW_022145599.1,24817560,24873543
NW_022145543.1,834157,892787
NW_022145599.1,24805789,24873543
NW_022145543.1,834157,892787
NW_022145543.1,870334,872311
NW_022145605.1,40058219,40059338
NW_022145594.1,21448237,21449604
NW_022145594.1,21448089,21448971
NW_022145598.1,15052639,15054057
NW_022145595.1,23720426,23763594
NW_022145595.1,23724192,23756803
NW_022145595.1,23819431,23823860
NW_022145603.1,12599023,12601400
NW_022145597.1,20465689,20470073
NW_022145597.1,20632760,20635528
NW_022145597.1,20654493,20657615
NW_022145597.1,19596840,19599962
NW_022145603.1,27865895,27868979
NW_022145612.1,40158544,40161407
NW_022145607.1,30767620,30768969
NW_022145607.1,30769185,30774890
NW_022145607.1,30769185,30774890
NW_022145607.1,30769869,30774890
NW_022145607.1,30973588,30986563
NW_022145607.1,30989539,31000030
NW_022145607.1,30973835,30985930
NW_022145607.1,30989539,31000030
NW_022145607.1,31113734,31117889
NW_022145609.1,20763129,20765999
NW_022145605.1,5306873,5311082
NW_022145605.1,24590862,24616852
NW_022145595.1,6133932,6140446
NW_022145595.1,6133932,6140446
NW_022145595.1,6121201,6132167
NW_022145595.1,6080872,6087292
NW_022145595.1,6080911,6084048
NW_022145595.1,6062093,6064654
NW_022145595.1,6051678,6064654
NW_022145595.1,5838319,5841194
NW_022145595.1,5838319,5841194
NW_022145595.1,5838319,5840441
NW_022145571.1,246788,253574
NW_022145598.1,8460785,8462504
NW_022145614.1,27277008,27279811
NW_022145615.1,18286295,18291823
NW_022145615.1,18266606,18267851
NW_022145607.1,21039848,21053989
NW_022145607.1,21039848,21054009
NW_022145607.1,21039848,21054009
NW_022145607.1,21039848,21054009
NW_022145607.1,21039848,21055480
NW_022145607.1,21039848,21055530
NW_022145607.1,21731155,21732555
NW_022145607.1,21084540,21085940
NW_022145607.1,21148019,21149371
NW_022145607.1,21153141,21155195
NW_022145607.1,21829833,21831883
NW_022145612.1,39409123,39413723
NW_022145594.1,23845641,23847664
NW_022145594.1,23837818,23839840
NW_022145598.1,24863699,24864522
NW_022145598.1,24958918,24961141
NW_022145598.1,24958931,24964914
NW_022145598.1,25021165,25044808
NW_022145613.1,32992487,32995766
NW_022145606.1,4215122,4225965
NW_022145613.1,20499253,20501879
NW_022145613.1,20599327,20608116
NW_022145613.1,20599327,20608116
NW_022145613.1,20681149,20683348
NW_022145612.1,12363307,12365498
NW_022145603.1,8624074,8626268
NW_022145603.1,8636298,8644608
NW_022145603.1,8636298,8644869
NW_022145603.1,8636298,8644936
NW_022145611.1,37960151,38071599
NW_022145611.1,37960155,38068674
NW_022145607.1,39492086,39496800
NW_022145607.1,39489991,39496784
NW_022145607.1,39489991,39496784
NW_022145612.1,56068526,56151628
NW_022145612.1,56068526,56151628
NW_022145612.1,56068650,56151628
NW_022145601.1,9722199,9723573
NW_022145610.1,33337549,33338567
NW_022145610.1,33337549,33338567
NW_022145526.1,2036090,2043935
NW_022145526.1,2047838,2053003
NW_022145613.1,2894711,2896482
NW_022145613.1,3049639,3052760
NW_022145599.1,30527637,30531607
NW_022145613.1,24373708,24380486
NW_022145613.1,24379599,24380583
NW_022145613.1,24380750,24381836
NW_022145609.1,29357151,29360356
NW_022145598.1,7228075,7231679
NW_022145598.1,7224848,7227278
NW_022145598.1,7221168,7221693
NW_022145610.1,3313429,3314012
NW_022145605.1,39607496,39611211
NW_022145605.1,39607496,39611453
NW_022145605.1,39607496,39611491
NW_022145601.1,5373884,5375645
NW_022145614.1,26683020,26685441
NW_022145614.1,26778866,26782054
NW_022145614.1,26799364,26801146
NW_022145612.1,14461126,14467409
NW_022145599.1,31118990,31124775
NW_022145570.1,331964,337751
NW_022145615.1,29148515,29151230
NW_022145614.1,6821670,6824946
NW_022145612.1,15936173,15938796
NW_022145609.1,30798124,30802048
NW_022145606.1,9696522,9699787
NW_022145606.1,9697908,9700930
NW_022145604.1,9522204,9526904
NW_022145604.1,10569225,10572992
NW_022145601.1,27954646,27959079
NW_022145600.1,36094697,36098618
NW_022145596.1,20239829,20244038
NW_022145526.1,1607258,1611101
NW_022145526.1,1607506,1611943
NW_022145615.1,29148515,29151230
NW_022145614.1,6821670,6824946
NW_022145612.1,15936173,15938796
NW_022145609.1,30798124,30802048
NW_022145606.1,9696522,9699787
NW_022145606.1,9697908,9700930
NW_022145604.1,9522204,9526904
NW_022145604.1,10569225,10572992
NW_022145601.1,27954646,27959079
NW_022145600.1,36094697,36098618
NW_022145596.1,20239829,20244038
NW_022145526.1,1607258,1611101
NW_022145526.1,1607506,1611943
NW_022145609.1,30798124,30804204
NW_022145606.1,9696522,9703620
NW_022145604.1,9522204,9529334
NW_022145604.1,10566795,10572992
NW_022145601.1,27954646,27960805
NW_022145600.1,36092212,36098932
NW_022145600.1,36091701,36098618
NW_022145606.1,9696522,9704269
NW_022145604.1,9522204,9529334
NW_022145604.1,10566795,10572992
NW_022145600.1,36092212,36098932
NW_022145600.1,36091293,36098618
NW_022145614.1,6818198,6825801
NW_022145606.1,9696522,9704316
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36091152,36098618
NW_022145614.1,6818169,6825801
NW_022145606.1,9696522,9704316
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36091123,36098618
NW_022145614.1,6818155,6825801
NW_022145606.1,9696522,9704316
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36091109,36098618
NW_022145614.1,6818027,6825801
NW_022145606.1,9696522,9704316
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36090981,36098618
NW_022145614.1,6817700,6825801
NW_022145606.1,9696522,9704316
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36090661,36098618
NW_022145614.1,6817696,6825801
NW_022145606.1,9696522,9704906
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36090656,36098618
NW_022145614.1,6817696,6825801
NW_022145606.1,9696522,9705130
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36090432,36098618
NW_022145614.1,6817696,6825801
NW_022145606.1,9696522,9705135
NW_022145604.1,9522204,9529334
NW_022145600.1,36092212,36098932
NW_022145600.1,36090427,36098618
NW_022145614.1,6817696,6825801
NW_022145606.1,9696522,9705505
NW_022145604.1,9522204,9529334
NW_022145600.1,36090390,36098618
NW_022145614.1,6817696,6825801
NW_022145606.1,9696522,9705532
NW_022145604.1,9522204,9529334
NW_022145600.1,36090390,36098618
NW_022145614.1,6817696,6825801
NW_022145606.1,9696522,9705532
NW_022145604.1,9522204,9529334
NW_022145600.1,36090390,36098618
NW_022145606.1,15182378,15185278
NW_022145526.1,1627368,1629395
NW_022145601.1,26678424,26679501
NW_022145601.1,26658878,26660911
NW_022145601.1,25199485,25203860
NW_022145601.1,26434598,26439038
NW_022145606.1,8922036,8924703
NW_022145606.1,38721564,38722365
NW_022145595.1,11196574,11199966
NW_022145595.1,10050222,10055170
NW_022145595.1,9990407,9998386
NW_022145595.1,9988200,9998386
NW_022145606.1,27285022,27289853
NW_022145606.1,27284897,27289853
NW_022145606.1,27284897,27289853
NW_022145600.1,5278947,5294525
NW_022145600.1,5104098,5109478
NW_022145594.1,14897362,14899267
NW_022145604.1,15649256,15652201
NW_022145604.1,15629154,15652201
NW_022145604.1,15622289,15650239
NW_022145604.1,15629154,15633302
NW_022145604.1,15591502,15599138
NW_022145575.1,2536254,2544321
NW_022145575.1,2539748,2543991
NW_022145609.1,27182809,27186437
NW_022145609.1,27105570,27108236
NW_022145609.1,26467994,26468786
NW_022145609.1,26904565,26905367
NW_022145599.1,32624406,32627010
NW_022145607.1,39222114,39227767
NW_022145607.1,39270474,39274146
NW_022145607.1,39274361,39276990
NW_022145598.1,18729018,18730293
NW_022145528.1,824105,825382
NW_022145598.1,18716236,18728935
NW_022145598.1,18717178,18726519
NW_022145528.1,813493,824007
NW_022145528.1,811862,821142
NW_022145606.1,48035461,48038133
NW_022145615.1,6652828,6655138
NW_022145594.1,25786488,25788658
NW_022145594.1,25967655,25970993
NW_022145594.1,25985329,25986867
NW_022145605.1,4325999,4337534
NW_022145605.1,4325999,4337534
NW_022145605.1,4843921,4846208
NW_022145605.1,4290279,4292560
NW_022145605.1,15211713,15227140
NW_022145605.1,15215558,15226008
NW_022145594.1,18956319,18977963
NW_022145594.1,18956319,18977963
NW_022145594.1,18996840,19028446
NW_022145594.1,19034274,19038076
NW_022145594.1,19050870,19056005
NW_022145594.1,19063872,19072821
NW_022145594.1,19066354,19072851
NW_022145594.1,19066354,19073822
NW_022145594.1,19066354,19073822
NW_022145594.1,19070108,19072821
NW_022145610.1,2868042,2869185
NW_022145610.1,3292587,3293538
NW_022145610.1,2923324,2926929
NW_022145611.1,22453776,22459950
NW_022145611.1,22454353,22455916
NW_022145613.1,36788473,36790050
NW_022145612.1,39511145,39512740
NW_022145609.1,21254915,21256497
NW_022145607.1,20373688,20375281
NW_022145604.1,30324424,30327447
NW_022145597.1,17090684,17092272
NW_022145609.1,778344,779524
NW_022145607.1,38292206,38294618
NW_022145607.1,38296582,38297963
NW_022145611.1,8560504,8564599
NW_022145570.1,3694275,3695401
NW_022145612.1,26999300,27001789
NW_022145614.1,30764289,30769677
NW_022145516.1,691167,696355
NW_022145605.1,5418323,5420351
NW_022145605.1,15030977,15033677
NW_022145606.1,14973138,14977240
NW_022145606.1,14897575,14899887
NW_022145606.1,14862906,14882741
NW_022145610.1,11754438,11756010
NW_022145610.1,11727445,11735461
NW_022145610.1,11726015,11735461
NW_022145610.1,10760583,10764759
NW_022145610.1,10760592,10764759
NW_022145610.1,10760673,10764759
NW_022145610.1,10761016,10764759
NW_022145610.1,10761922,10764759
NW_022145610.1,11722081,11725530
NW_022145610.1,11722081,11725530
NW_022145610.1,11722500,11725530
NW_022145610.1,10977975,10982480
NW_022145612.1,16276955,16279287
NW_022145612.1,16784202,16786462
NW_022145612.1,16903605,16905972
NW_022145612.1,40055289,40056345
NW_022145606.1,24035759,24037844
NW_022145606.1,23914353,23918178
NW_022145606.1,25332330,25342862
NW_022145606.1,25306129,25309414
NW_022145595.1,22676841,22679273
NW_022145595.1,22707994,22715400
NW_022145595.1,22721600,22725953
NW_022145595.1,22748957,22752676
NW_022145613.1,20821173,20823501
NW_022145611.1,33278714,33280885
NW_022145601.1,34346502,34349158
NW_022145597.1,27825612,27828484
NW_022145597.1,3371489,3385362
NW_022145597.1,3371489,3384249
NW_022145606.1,37359376,37362240
NW_022145600.1,18435642,18438725
NW_022145600.1,18435642,18438723
NW_022145615.1,32584184,32585615
NW_022145599.1,4107727,4108396
NW_022145599.1,4162482,4165156
NW_022145599.1,20835678,20838987
NW_022145552.1,853018,856535
NW_022145603.1,5685299,5687284
NW_022145615.1,9656733,9663989
NW_022145561.1,962650,968009
NW_022145561.1,962650,968487
NW_022145600.1,35197600,35202702
NW_022145604.1,3464397,3466374
NW_022145605.1,7341854,7342980
NW_022145602.1,17268084,17269800
NW_022145606.1,6593295,6598798
NW_022145599.1,21171388,21172319
NW_022145552.1,480469,481227
NW_022145599.1,21171388,21172318
NW_022145552.1,480469,481227
NW_022145599.1,21169248,21171317
NW_022145552.1,481300,483297
NW_022145615.1,18175703,18176502
NW_022145610.1,11489239,11492826
NW_022145600.1,8269602,8273330
NW_022145612.1,14787181,14796494
NW_022145603.1,24354766,24360644
NW_022145603.1,24736506,24740242
NW_022145595.1,5217994,5227734
NW_022145615.1,1855754,1861174
NW_022145598.1,21967645,21970198
NW_022145598.1,25689427,25691928
NW_022145602.1,15172460,15175099
NW_022145558.1,478803,480519
NW_022145602.1,15172460,15175099
NW_022145558.1,478803,480519
NW_022145602.1,15172460,15175099
NW_022145558.1,478803,480519
NW_022145602.1,15172460,15175099
NW_022145558.1,478803,480519
NW_022145602.1,15172460,15175099
NW_022145558.1,478803,480519
NW_022145602.1,15172460,15175080
NW_022145558.1,478803,480500
NW_022145602.1,15172460,15175080
NW_022145558.1,478803,480500
NW_022145602.1,15172460,15175074
NW_022145558.1,478803,480494
NW_022145594.1,49573450,49577168
NW_022145594.1,49566863,49567564
NW_022145600.1,5375164,5375687
NW_022145594.1,49510241,49513952
NW_022145594.1,49613202,49616059
NW_022145594.1,49613455,49618032
NW_022145594.1,49668899,49671819
NW_022145615.1,19460316,19464203
NW_022145615.1,19359683,19365102
NW_022145615.1,19359683,19365102
NW_022145615.1,19359683,19365102
NW_022145615.1,19330956,19333673
NW_022145596.1,9575850,9579287
NW_022145596.1,9786946,9791423
NW_022145596.1,9808323,9814531
NW_022145596.1,9879253,9892624
NW_022145596.1,9879253,9892624
NW_022145596.1,9879253,9892624
NW_022145604.1,10742024,10743335
NW_022145613.1,12138695,12141814
NW_022145613.1,12138695,12141814
NW_022145613.1,11880069,11889991
NW_022145613.1,11880069,11889991
NW_022145613.1,11880069,11889625
NW_022145613.1,11880069,11889620
NW_022145613.1,11882407,11889416
NW_022145613.1,11853327,11860402
NW_022145613.1,11869304,11876271
NW_022145613.1,11865192,11868219
NW_022145603.1,8732347,8734990
NW_022145603.1,8732347,8734990
NW_022145603.1,8732347,8734787
NW_022145604.1,3785049,3787863
NW_022145604.1,3785049,3787861
NW_022145604.1,3759547,3768194
NW_022145604.1,3698501,3699101
NW_022145604.1,3689924,3691777
NW_022145614.1,1197430,1200701
NW_022145614.1,1197430,1200701
NW_022145614.1,1166402,1168329
NW_022145603.1,14252016,14253969
NW_022145598.1,14218152,14219271
NW_022145598.1,14218405,14220262
NW_022145594.1,33025328,33026504
NW_022145519.1,247698,251610
NW_022145598.1,35408319,35413371
NW_022145574.1,156900,158778
NW_022145610.1,20844321,20858290
NW_022145594.1,14961827,14969153
NW_022145610.1,20920640,20923240
NW_022145548.1,145190,147797
NW_022145610.1,20960395,20972266
NW_022145548.1,184018,195769
NW_022145548.1,185840,192563
NW_022145610.1,20965132,20972266
NW_022145548.1,187906,192563
NW_022145610.1,20968624,20972266
NW_022145548.1,192106,195769
NW_022145610.1,21007138,21009662
NW_022145610.1,21007263,21010943
NW_022145610.1,21010403,21011941
NW_022145614.1,18963472,18975811
NW_022145614.1,18958589,18964618
NW_022145614.1,6906718,6908505
NW_022145601.1,8464571,8468910
NW_022145527.1,229226,231874
NW_022145597.1,32101212,32113127
NW_022145597.1,32100820,32112979
NW_022145580.1,355091,366505
NW_022145595.1,5165999,5169603
NW_022145614.1,20602372,20606452
NW_022145614.1,20602371,20606452
NW_022145596.1,14050722,14056955
NW_022145612.1,17400467,17409458
NW_022145602.1,27790802,27801914
NW_022145602.1,27803341,27810878
NW_022145602.1,27803341,27811337
NW_022145613.1,31702840,31756912
NW_022145613.1,31702840,31710170
NW_022145609.1,28935122,28935839
NW_022145600.1,31985443,32008792
NW_022145600.1,31827965,31832675
NW_022145600.1,31813842,31827481
NW_022145600.1,31813842,31827481
NW_022145600.1,31813842,31827481
NW_022145600.1,31802758,31804875
NW_022145600.1,31658264,31664652
NW_022145600.1,31629574,31650907
NW_022145564.1,596054,601538
NW_022145605.1,3671238,3673684
NW_022145614.1,27714527,27718247
NW_022145611.1,28721541,28723146
NW_022145604.1,13730867,13732189
NW_022145604.1,13673299,13676020
NW_022145605.1,11830082,11846284
NW_022145605.1,11830082,11845949
NW_022145604.1,31981982,31985201
NW_022145604.1,31166571,31169780
NW_022145603.1,11011812,11014926
NW_022145607.1,39510070,39513258
NW_022145597.1,3666820,3668863
NW_022145597.1,3710148,3713507
NW_022145597.1,3807176,3815426
NW_022145597.1,3841509,3891573
NW_022145597.1,3841509,3928209
NW_022145601.1,12372839,12375931
NW_022145610.1,27741920,27766539
NW_022145610.1,27743889,27766539
NW_022145610.1,27774875,27792086
NW_022145610.1,27789888,27792092
NW_022145610.1,27856746,27858391
NW_022145610.1,27866601,27867601
NW_022145610.1,27878601,27880806
NW_022145607.1,36837823,36840050
NW_022145614.1,30644448,30656802
NW_022145605.1,26230666,26231134
NW_022145594.1,47478289,47490438
NW_022145605.1,1758131,1760733
NW_022145522.1,394144,396743
NW_022145605.1,1752296,1755485
NW_022145522.1,398584,401802
NW_022145605.1,1737524,1744944
NW_022145522.1,409195,416599
NW_022145610.1,5112870,5115881
NW_022145604.1,21737608,21742163
NW_022145604.1,21737608,21742163
NW_022145604.1,21737608,21742163
NW_022145604.1,21737608,21740905
NW_022145599.1,15007543,15083732
NW_022145599.1,14785093,14787696
NW_022145547.1,1276134,1278218
NW_022145594.1,2599617,2605163
NW_022145594.1,2599617,2605163
NW_022145594.1,2598012,2599141
NW_022145594.1,2598012,2599057
NW_022145576.1,847506,854287
NW_022145576.1,847506,854287
NW_022145576.1,847506,854287
NW_022145606.1,47589902,47591746
NW_022145595.1,12844231,12876995
NW_022145595.1,12844231,12876995
NW_022145605.1,12570529,12571959
NW_022145605.1,12484419,12487119
NW_022145604.1,6922277,6926972
NW_022145604.1,6923283,6925280
NW_022145604.1,6866259,6880075
NW_022145600.1,4650420,4653394
NW_022145595.1,7203821,7211512
NW_022145595.1,8432287,8437553
NW_022145534.1,112475,113464
NW_022145601.1,29540807,29556304
NW_022145601.1,29544858,29556304
NW_022145601.1,29604222,29612831
NW_022145603.1,27305696,27307641
NW_022145603.1,28155736,28157197
NW_022145603.1,27305696,27307641
NW_022145603.1,28155736,28157197
NW_022145603.1,27305696,27307641
NW_022145603.1,28155736,28157197
NW_022145603.1,27305696,27307641
NW_022145603.1,28155736,28157197
NW_022145603.1,27305696,27307641
NW_022145603.1,28155736,28157197
NW_022145603.1,27306046,27307641
NW_022145603.1,28155736,28157197
NW_022145603.1,27306102,27307641
NW_022145603.1,28155736,28157197
NW_022145603.1,27315480,27317894
NW_022145610.1,24185161,24189588
NW_022145609.1,11989739,11992447
NW_022145612.1,31016799,31060745
NW_022145612.1,31026269,31063111
NW_022145542.1,563221,606570
NW_022145542.1,572090,609319
NW_022145612.1,31040015,31060745
NW_022145542.1,585900,606570
NW_022145612.1,31208214,31212093
NW_022145542.1,748952,752838
NW_022145612.1,31231176,31232879
NW_022145542.1,770044,771755
NW_022145604.1,14948132,14951026
NW_022145599.1,29001050,29001831
NW_022145598.1,561917,562562
NW_022145603.1,29949323,29960205
NW_022145603.1,29930740,29932863
NW_022145603.1,4466758,4477431
NW_022145603.1,4446971,4457907
NW_022145610.1,26602756,26605538
NW_022145615.1,35109076,35113353
NW_022145604.1,27930303,27934427
NW_022145609.1,21811985,21827877
NW_022145609.1,21811985,21827877
NW_022145609.1,21884788,21886293
NW_022145609.1,21886733,21889244
NW_022145611.1,4471438,4473523
NW_022145611.1,4423375,4425398
NW_022145611.1,4471438,4473523
NW_022145611.1,4423375,4425398
NW_022145611.1,4423181,4425398
NW_022145611.1,4471282,4473523
NW_022145610.1,34908402,34916576
NW_022145574.1,1229433,1233250
NW_022145574.1,1229440,1233250
NW_022145612.1,28418252,28421103
NW_022145601.1,20426126,20429993
NW_022145601.1,20293914,20301965
NW_022145604.1,29373993,29376198
NW_022145604.1,29342839,29361783
NW_022145598.1,31865377,31868917
NW_022145602.1,16294676,16297543
NW_022145602.1,16293822,16297037
NW_022145596.1,23706053,23706432
NW_022145611.1,5842006,5851397
NW_022145611.1,5842006,5851397
NW_022145606.1,45010012,45010913
NW_022145598.1,4208749,4209940
NW_022145599.1,4542028,4546787
NW_022145594.1,9630440,9634801
NW_022145594.1,9630440,9634801
NW_022145594.1,9630440,9634801
NW_022145594.1,9630440,9634801
NW_022145594.1,9630440,9634801
NW_022145594.1,9630440,9634801
NW_022145594.1,9630337,9634801
NW_022145610.1,19600759,19626605
NW_022145610.1,19602576,19623901
NW_022145610.1,19517266,19521240
NW_022145610.1,19515300,19521240
NW_022145610.1,19515293,19521240
NW_022145610.1,19514197,19516562
NW_022145610.1,19489868,19501904
NW_022145610.1,19478858,19479876
NW_022145605.1,21369757,21375052
NW_022145604.1,16057143,16060934
NW_022145575.1,1994493,1997061
NW_022145611.1,19261723,19269856
NW_022145605.1,22068148,22076073
NW_022145610.1,3025463,3030499
NW_022145610.1,3442251,3446791
NW_022145610.1,3707879,3712823
NW_022145602.1,4427098,4427723
NW_022145602.1,4427098,4427723
NW_022145602.1,4427094,4427723
NW_022145602.1,4427087,4427723
NW_022145615.1,16319006,16324867
NW_022145615.1,16319030,16324867
NW_022145604.1,12441775,12443023
NW_022145604.1,12378229,12383492
NW_022145604.1,12378229,12383492
NW_022145604.1,12378229,12383420
NW_022145604.1,12378229,12383407
NW_022145605.1,32975618,32981761
NW_022145611.1,18132090,18135115
NW_022145611.1,18139591,18143220
NW_022145611.1,18139698,18145877
NW_022145599.1,8086278,8086771
NW_022145606.1,7929232,7934586
NW_022145606.1,7927547,7934586
NW_022145606.1,7829368,7837147
NW_022145523.1,182079,183057
NW_022145604.1,18124489,18125815
NW_022145604.1,18124489,18125815
NW_022145523.1,257214,260273
NW_022145575.1,33484,34559
NW_022145523.1,306760,307634
NW_022145595.1,16659081,16661215
NW_022145612.1,56469537,56473312
NW_022145597.1,3218152,3220862
NW_022145597.1,3215619,3221224
NW_022145597.1,3153632,3159788
NW_022145611.1,36098241,36103580
NW_022145605.1,25914953,25920851
NW_022145605.1,25916756,25920851
NW_022145605.1,25916756,25920851
NW_022145605.1,25914095,25917935
NW_022145610.1,5331531,5332093
NW_022145605.1,23827572,23831289
NW_022145605.1,22844855,22848552
NW_022145603.1,32805702,32812725
NW_022145566.1,2319659,2320203
NW_022145602.1,15918260,15919932
NW_022145602.1,15918717,15919932
NW_022145598.1,11348484,11360273
NW_022145598.1,11349985,11351877
NW_022145597.1,23229864,23233458
NW_022145597.1,23229806,23233458
NW_022145596.1,29678619,29685221
NW_022145599.1,15176958,15180690
NW_022145607.1,29603294,29605184
NW_022145595.1,2370091,2370993
NW_022145601.1,1175527,1177271
NW_022145600.1,32408307,32411109
NW_022145615.1,3456312,3460098
NW_022145601.1,19985633,19992400
NW_022145605.1,11889108,11891596
NW_022145598.1,1534102,1537639
NW_022145598.1,1813542,1817086
NW_022145598.1,1755127,1766842
NW_022145598.1,1476248,1487603
NW_022145598.1,1350931,1353134
NW_022145598.1,1350931,1353134
NW_022145609.1,32542643,32545951
NW_022145609.1,32452789,32454733
NW_022145609.1,32452789,32454733
NW_022145597.1,32513246,32514308
NW_022145599.1,32316492,32324002
NW_022145570.1,1492658,1503063
NW_022145599.1,32245485,32250464
NW_022145570.1,1426439,1431396
NW_022145599.1,29474939,29502906
